# time  ID  size  fromHost  toHost  TTL  isResponse
35630.0000 M1202 883290 n50 n35 300 N 
35661.0000 M1203 889417 n81 n98 300 N 
35687.0000 M1204 505726 n30 n69 300 N 
35712.0000 M1205 856735 n78 n11 300 N 
35745.0000 M1206 648969 n61 n17 300 N 
35775.0000 M1207 500740 n35 n9 300 N 
35808.0000 M1208 878097 n83 n51 300 N 
35838.0000 M1209 921375 n21 n27 300 N 
35863.0000 M1210 504093 n48 n55 300 N 
35888.0000 M1211 928234 n72 n35 300 N 
35921.0000 M1212 765193 n34 n79 300 N 
35950.0000 M1213 882513 n22 n27 300 N 
35982.0000 M1214 737952 n56 n34 300 N 
36009.0000 M1215 933199 n4 n69 300 N 
36037.0000 M1216 701984 n25 n62 300 N 
36069.0000 M1217 590772 n45 n5 300 N 
36097.0000 M1218 507449 n68 n14 300 N 
36122.0000 M1219 559296 n59 n70 300 N 
36148.0000 M1220 838797 n61 n55 300 N 
36179.0000 M1221 932424 n35 n37 300 N 
36206.0000 M1222 631281 n83 n67 300 N 
36236.0000 M1223 635920 n83 n6 300 N 
36263.0000 M1224 687818 n26 n78 300 N 
36294.0000 M1225 679664 n86 n64 300 N 
36326.0000 M1226 732081 n45 n70 300 N 
36351.0000 M1227 515279 n27 n86 300 N 
36377.0000 M1228 567631 n59 n40 300 N 
36404.0000 M1229 579146 n26 n9 300 N 
36432.0000 M1230 706369 n51 n33 300 N 
36457.0000 M1231 665933 n75 n60 300 N 
36488.0000 M1232 899476 n51 n22 300 N 
36522.0000 M1233 671576 n16 n32 300 N 
36556.0000 M1234 627785 n15 n23 300 N 
36585.0000 M1235 890011 n7 n79 300 N 
36619.0000 M1236 863442 n45 n78 300 N 
36647.0000 M1237 806649 n27 n83 300 N 
36676.0000 M1238 961875 n93 n90 300 N 
36705.0000 M1239 897833 n89 n53 300 N 
36731.0000 M1240 506305 n77 n56 300 N 
36765.0000 M1241 711855 n28 n67 300 N 
36796.0000 M1242 766758 n78 n64 300 N 
36825.0000 M1243 788615 n37 n4 300 N 
36854.0000 M1244 747290 n87 n73 300 N 
36883.0000 M1245 697370 n6 n67 300 N 
36916.0000 M1246 565195 n22 n73 300 N 
36948.0000 M1247 644263 n21 n95 300 N 
36982.0000 M1248 690133 n7 n35 300 N 
37016.0000 M1249 917499 n51 n49 300 N 
37047.0000 M1250 993514 n51 n95 300 N 
37079.0000 M1251 599064 n64 n8 300 N 
37105.0000 M1252 805644 n70 n56 300 N 
37138.0000 M1253 930961 n77 n63 300 N 
37166.0000 M1254 850957 n2 n35 300 N 
37192.0000 M1255 752364 n18 n60 300 N 
37225.0000 M1256 971445 n42 n75 300 N 
37255.0000 M1257 500286 n57 n33 300 N 
37283.0000 M1258 962139 n19 n15 300 N 
37314.0000 M1259 734514 n15 n36 300 N 
37346.0000 M1260 707626 n8 n5 300 N 
37371.0000 M1261 885506 n66 n75 300 N 
37399.0000 M1262 668958 n94 n93 300 N 
37425.0000 M1263 541915 n59 n50 300 N 
37452.0000 M1264 918564 n33 n93 300 N 
37486.0000 M1265 879645 n22 n63 300 N 
37518.0000 M1266 508349 n63 n65 300 N 
37545.0000 M1267 800825 n95 n16 300 N 
37575.0000 M1268 574298 n37 n88 300 N 
37602.0000 M1269 664785 n78 n22 300 N 
37628.0000 M1270 781217 n20 n0 300 N 
37655.0000 M1271 768506 n35 n8 300 N 
37680.0000 M1272 645190 n76 n46 300 N 
37707.0000 M1273 912604 n12 n5 300 N 
37733.0000 M1274 778066 n98 n37 300 N 
37759.0000 M1275 512848 n76 n2 300 N 
37793.0000 M1276 605312 n68 n74 300 N 
37822.0000 M1277 531777 n25 n60 300 N 
37856.0000 M1278 608474 n70 n17 300 N 
37888.0000 M1279 781227 n24 n48 300 N 
37920.0000 M1280 919872 n2 n51 300 N 
37947.0000 M1281 629823 n96 n63 300 N 
37978.0000 M1282 674464 n90 n51 300 N 
38011.0000 M1283 937788 n4 n21 300 N 
38043.0000 M1284 910430 n17 n40 300 N 
38073.0000 M1285 915383 n43 n94 300 N 
38105.0000 M1286 927694 n67 n14 300 N 
38137.0000 M1287 803507 n89 n16 300 N 
38165.0000 M1288 736788 n10 n5 300 N 
38199.0000 M1289 801289 n86 n38 300 N 
38233.0000 M1290 692330 n66 n86 300 N 
38264.0000 M1291 938273 n80 n64 300 N 
38291.0000 M1292 516666 n70 n58 300 N 
38324.0000 M1293 823383 n89 n98 300 N 
38353.0000 M1294 582527 n49 n72 300 N 
38380.0000 M1295 869568 n68 n71 300 N 
38409.0000 M1296 670133 n63 n98 300 N 
38441.0000 M1297 524086 n18 n21 300 N 
38470.0000 M1298 619881 n88 n95 300 N 
38503.0000 M1299 605038 n90 n43 300 N 
38528.0000 M1300 662924 n86 n52 300 N 
38558.0000 M1301 817846 n36 n3 300 N 
38587.0000 M1302 506266 n2 n93 300 N 
38620.0000 M1303 522854 n83 n19 300 N 
38648.0000 M1304 806039 n56 n35 300 N 
38673.0000 M1305 638559 n46 n83 300 N 
38701.0000 M1306 809778 n24 n23 300 N 
38728.0000 M1307 556781 n69 n1 300 N 
38761.0000 M1308 984612 n27 n4 300 N 
38788.0000 M1309 712519 n64 n58 300 N 
38819.0000 M1310 994032 n68 n29 300 N 
38847.0000 M1311 617099 n92 n87 300 N 
38875.0000 M1312 856610 n43 n50 300 N 
38901.0000 M1313 828612 n25 n67 300 N 
38932.0000 M1314 986194 n16 n38 300 N 
38960.0000 M1315 738726 n20 n42 300 N 
38988.0000 M1316 714912 n92 n95 300 N 
39014.0000 M1317 518126 n78 n57 300 N 
39041.0000 M1318 685623 n54 n91 300 N 
39075.0000 M1319 758788 n46 n69 300 N 
39101.0000 M1320 732715 n89 n97 300 N 
39135.0000 M1321 707770 n72 n3 300 N 
39169.0000 M1322 756989 n24 n56 300 N 
39194.0000 M1323 836299 n31 n61 300 N 
39221.0000 M1324 777555 n54 n61 300 N 
39249.0000 M1325 590591 n7 n33 300 N 
39282.0000 M1326 642754 n3 n43 300 N 
39308.0000 M1327 637795 n93 n78 300 N 
39340.0000 M1328 857030 n6 n53 300 N 
39367.0000 M1329 797651 n28 n15 300 N 
39394.0000 M1330 610246 n3 n23 300 N 
39420.0000 M1331 727058 n35 n33 300 N 
39445.0000 M1332 852274 n67 n51 300 N 
39473.0000 M1333 553198 n54 n26 300 N 
39506.0000 M1334 862854 n94 n73 300 N 
39533.0000 M1335 708254 n7 n46 300 N 
39559.0000 M1336 935302 n14 n57 300 N 
39585.0000 M1337 654373 n19 n57 300 N 
39619.0000 M1338 788770 n22 n9 300 N 
39646.0000 M1339 853390 n74 n21 300 N 
39672.0000 M1340 944177 n96 n34 300 N 
39702.0000 M1341 618255 n6 n85 300 N 
39735.0000 M1342 782135 n41 n55 300 N 
39761.0000 M1343 701448 n1 n41 300 N 
39793.0000 M1344 853952 n39 n18 300 N 
39822.0000 M1345 677219 n62 n73 300 N 
39851.0000 M1346 902788 n39 n25 300 N 
39878.0000 M1347 954771 n46 n17 300 N 
39912.0000 M1348 515779 n35 n43 300 N 
39944.0000 M1349 641815 n62 n19 300 N 
39975.0000 M1350 969544 n67 n29 300 N 
40000.0000 M1351 918229 n13 n79 300 N 
40026.0000 M1352 887336 n70 n95 300 N 
40055.0000 M1353 619393 n31 n0 300 N 
40080.0000 M1354 578658 n42 n16 300 N 
40105.0000 M1355 663029 n10 n63 300 N 
40132.0000 M1356 603389 n92 n26 300 N 
40157.0000 M1357 800440 n59 n63 300 N 
40184.0000 M1358 596814 n39 n41 300 N 
40215.0000 M1359 755354 n82 n64 300 N 
40249.0000 M1360 851473 n27 n58 300 N 
40277.0000 M1361 575379 n61 n96 300 N 
40310.0000 M1362 780365 n61 n70 300 N 
40342.0000 M1363 686089 n76 n21 300 N 
40373.0000 M1364 561555 n88 n13 300 N 
40407.0000 M1365 984680 n88 n19 300 N 
40435.0000 M1366 615741 n79 n31 300 N 
40469.0000 M1367 789321 n73 n14 300 N 
40503.0000 M1368 649201 n85 n96 300 N 
40536.0000 M1369 957806 n22 n28 300 N 
40567.0000 M1370 568924 n35 n7 300 N 
40596.0000 M1371 838369 n79 n3 300 N 
40626.0000 M1372 742808 n33 n34 300 N 
40659.0000 M1373 634714 n26 n75 300 N 
40688.0000 M1374 531689 n10 n72 300 N 
40715.0000 M1375 848856 n6 n25 300 N 
40741.0000 M1376 745433 n32 n46 300 N 
40773.0000 M1377 918212 n19 n58 300 N 
40799.0000 M1378 714433 n42 n85 300 N 
40831.0000 M1379 610611 n9 n67 300 N 
40857.0000 M1380 821825 n76 n30 300 N 
40883.0000 M1381 874466 n61 n25 300 N 
40913.0000 M1382 695013 n0 n42 300 N 
40945.0000 M1383 759354 n35 n24 300 N 
40977.0000 M1384 533855 n62 n36 300 N 
41011.0000 M1385 888139 n60 n98 300 N 
41036.0000 M1386 647921 n97 n83 300 N 
41067.0000 M1387 971890 n39 n69 300 N 
41098.0000 M1388 538530 n75 n3 300 N 
41128.0000 M1389 718709 n19 n65 300 N 
41160.0000 M1390 508837 n39 n64 300 N 
41188.0000 M1391 608675 n31 n44 300 N 
41214.0000 M1392 666423 n16 n45 300 N 
41243.0000 M1393 531414 n78 n86 300 N 
41273.0000 M1394 700448 n14 n0 300 N 
41298.0000 M1395 939986 n6 n81 300 N 
41331.0000 M1396 585614 n31 n78 300 N 
41365.0000 M1397 898757 n84 n61 300 N 
41392.0000 M1398 523935 n7 n76 300 N 
41420.0000 M1399 505031 n6 n97 300 N 
41452.0000 M1400 676181 n44 n23 300 N 
41478.0000 M1401 784057 n87 n85 300 N 
41504.0000 M1402 812801 n25 n38 300 N 
41532.0000 M1403 769479 n92 n53 300 N 
41563.0000 M1404 996762 n14 n13 300 N 
41596.0000 M1405 810216 n43 n37 300 N 
41626.0000 M1406 744293 n67 n58 300 N 
41655.0000 M1407 568794 n57 n81 300 N 
41688.0000 M1408 759116 n24 n66 300 N 
41718.0000 M1409 838088 n6 n49 300 N 
41743.0000 M1410 999753 n67 n89 300 N 
41773.0000 M1411 777381 n61 n57 300 N 
41805.0000 M1412 515770 n76 n87 300 N 
41830.0000 M1413 677424 n95 n7 300 N 
41859.0000 M1414 623563 n77 n5 300 N 
41887.0000 M1415 818288 n31 n60 300 N 
41916.0000 M1416 554993 n8 n96 300 N 
41950.0000 M1417 614839 n13 n87 300 N 
41979.0000 M1418 686795 n29 n27 300 N 
42007.0000 M1419 629889 n81 n80 300 N 
42033.0000 M1420 564481 n75 n57 300 N 
42058.0000 M1421 676435 n96 n24 300 N 
42083.0000 M1422 788551 n0 n51 300 N 
42111.0000 M1423 789502 n25 n92 300 N 
42140.0000 M1424 848856 n8 n85 300 N 
42167.0000 M1425 812987 n82 n89 300 N 
42200.0000 M1426 932252 n65 n76 300 N 
42230.0000 M1427 890574 n23 n75 300 N 
42256.0000 M1428 773380 n49 n7 300 N 
42283.0000 M1429 938212 n82 n93 300 N 
42313.0000 M1430 551691 n39 n29 300 N 
42347.0000 M1431 549783 n11 n44 300 N 
42380.0000 M1432 689748 n23 n64 300 N 
42406.0000 M1433 946086 n32 n79 300 N 
42439.0000 M1434 874704 n77 n98 300 N 
42464.0000 M1435 693215 n21 n71 300 N 
42498.0000 M1436 980183 n8 n30 300 N 
42528.0000 M1437 863191 n4 n96 300 N 
42558.0000 M1438 536107 n83 n90 300 N 
42587.0000 M1439 961806 n70 n26 300 N 
42621.0000 M1440 897402 n98 n12 300 N 
42651.0000 M1441 807662 n62 n94 300 N 
42685.0000 M1442 811066 n43 n72 300 N 
42715.0000 M1443 806890 n41 n59 300 N 
42741.0000 M1444 758381 n2 n38 300 N 
42775.0000 M1445 930529 n56 n58 300 N 
42800.0000 M1446 606012 n63 n72 300 N 
42828.0000 M1447 841529 n81 n28 300 N 
42854.0000 M1448 969790 n40 n93 300 N 
42887.0000 M1449 589318 n11 n23 300 N 
42917.0000 M1450 705648 n25 n61 300 N 
42951.0000 M1451 596770 n85 n9 300 N 
42976.0000 M1452 577307 n77 n84 300 N 
43010.0000 M1453 786004 n16 n47 300 N 
43039.0000 M1454 524146 n23 n1 300 N 
43068.0000 M1455 817356 n11 n75 300 N 
43098.0000 M1456 944051 n41 n5 300 N 
43125.0000 M1457 795586 n83 n42 300 N 
43158.0000 M1458 977027 n30 n86 300 N 
43187.0000 M1459 942588 n96 n89 300 N 
43216.0000 M1460 959444 n30 n13 300 N 
43247.0000 M1461 775558 n66 n27 300 N 
43281.0000 M1462 767393 n7 n55 300 N 
43308.0000 M1463 681401 n33 n96 300 N 
43339.0000 M1464 658286 n64 n51 300 N 
43372.0000 M1465 958966 n16 n28 300 N 
43397.0000 M1466 814026 n49 n4 300 N 
43424.0000 M1467 683626 n38 n92 300 N 
43455.0000 M1468 689849 n34 n64 300 N 
43484.0000 M1469 928183 n4 n46 300 N 
43512.0000 M1470 937669 n73 n56 300 N 
43543.0000 M1471 687324 n84 n44 300 N 
43573.0000 M1472 563750 n39 n74 300 N 
43599.0000 M1473 892637 n74 n19 300 N 
43629.0000 M1474 638002 n62 n72 300 N 
43657.0000 M1475 825546 n73 n29 300 N 
43685.0000 M1476 637763 n22 n43 300 N 
43714.0000 M1477 772532 n66 n63 300 N 
43743.0000 M1478 556306 n3 n93 300 N 
43777.0000 M1479 939247 n82 n45 300 N 
43807.0000 M1480 816796 n1 n41 300 N 
43838.0000 M1481 560848 n58 n24 300 N 
43865.0000 M1482 719809 n74 n93 300 N 
43890.0000 M1483 562670 n13 n33 300 N 
43915.0000 M1484 982943 n20 n62 300 N 
43945.0000 M1485 681412 n0 n65 300 N 
43973.0000 M1486 658555 n2 n18 300 N 
43998.0000 M1487 616749 n85 n75 300 N 
44028.0000 M1488 570967 n24 n71 300 N 
44054.0000 M1489 962439 n34 n46 300 N 
44086.0000 M1490 755676 n79 n74 300 N 
44119.0000 M1491 546896 n53 n15 300 N 
44149.0000 M1492 749522 n92 n37 300 N 
44174.0000 M1493 772043 n81 n55 300 N 
44199.0000 M1494 813571 n96 n80 300 N 
44225.0000 M1495 536316 n30 n43 300 N 
44255.0000 M1496 809691 n37 n22 300 N 
44281.0000 M1497 932871 n77 n11 300 N 
44313.0000 M1498 503850 n2 n57 300 N 
44346.0000 M1499 929172 n1 n46 300 N 
44376.0000 M1500 766079 n93 n33 300 N 
44407.0000 M1501 684366 n85 n71 300 N 
44432.0000 M1502 625390 n65 n53 300 N 
44463.0000 M1503 887742 n17 n18 300 N 
44488.0000 M1504 644683 n68 n43 300 N 
44521.0000 M1505 913908 n43 n22 300 N 
44549.0000 M1506 580173 n7 n46 300 N 
44577.0000 M1507 881726 n75 n95 300 N 
44603.0000 M1508 655531 n29 n66 300 N 
44631.0000 M1509 788559 n47 n9 300 N 
44656.0000 M1510 634945 n98 n24 300 N 
44689.0000 M1511 955545 n28 n42 300 N 
44723.0000 M1512 917100 n84 n98 300 N 
44749.0000 M1513 619634 n74 n67 300 N 
44782.0000 M1514 783753 n64 n29 300 N 
44812.0000 M1515 982802 n19 n31 300 N 
44844.0000 M1516 819482 n89 n42 300 N 
44871.0000 M1517 908531 n21 n29 300 N 
44900.0000 M1518 972128 n69 n88 300 N 
44928.0000 M1519 857200 n61 n45 300 N 
44960.0000 M1520 902433 n94 n74 300 N 
44988.0000 M1521 850982 n40 n53 300 N 
45022.0000 M1522 641699 n92 n70 300 N 
45049.0000 M1523 825621 n90 n73 300 N 
45082.0000 M1524 978990 n69 n1 300 N 
45112.0000 M1525 950366 n21 n53 300 N 
45146.0000 M1526 745006 n98 n18 300 N 
45174.0000 M1527 670854 n80 n73 300 N 
45208.0000 M1528 720719 n34 n50 300 N 
45239.0000 M1529 988018 n10 n80 300 N 
45265.0000 M1530 947454 n16 n9 300 N 
45299.0000 M1531 953129 n82 n27 300 N 
45333.0000 M1532 693454 n20 n87 300 N 
45358.0000 M1533 759317 n63 n28 300 N 
45391.0000 M1534 760848 n20 n58 300 N 
45422.0000 M1535 514465 n55 n26 300 N 
45453.0000 M1536 850489 n10 n41 300 N 
45482.0000 M1537 983579 n59 n30 300 N 
45516.0000 M1538 649023 n14 n24 300 N 
45546.0000 M1539 745907 n33 n40 300 N 
45572.0000 M1540 534012 n34 n39 300 N 
45605.0000 M1541 734586 n71 n82 300 N 
45638.0000 M1542 788073 n32 n82 300 N 
45669.0000 M1543 661572 n39 n84 300 N 
45698.0000 M1544 913444 n34 n98 300 N 
45729.0000 M1545 698182 n20 n10 300 N 
45759.0000 M1546 969162 n62 n54 300 N 
45791.0000 M1547 988695 n68 n44 300 N 
45817.0000 M1548 702364 n35 n0 300 N 
45845.0000 M1549 811988 n70 n4 300 N 
45876.0000 M1550 687367 n68 n5 300 N 
45906.0000 M1551 790526 n77 n0 300 N 
45934.0000 M1552 768808 n13 n70 300 N 
45964.0000 M1553 709420 n22 n59 300 N 
45989.0000 M1554 944034 n31 n73 300 N 
46018.0000 M1555 913742 n45 n13 300 N 
46046.0000 M1556 675642 n30 n0 300 N 
46075.0000 M1557 770990 n78 n68 300 N 
46109.0000 M1558 763631 n54 n92 300 N 
46142.0000 M1559 637905 n19 n15 300 N 
46173.0000 M1560 539770 n37 n89 300 N 
46202.0000 M1561 698101 n42 n66 300 N 
46231.0000 M1562 770704 n82 n89 300 N 
46262.0000 M1563 871762 n60 n44 300 N 
46287.0000 M1564 535036 n82 n44 300 N 
46318.0000 M1565 705499 n35 n17 300 N 
46350.0000 M1566 816071 n96 n28 300 N 
46376.0000 M1567 620188 n80 n14 300 N 
46408.0000 M1568 869458 n26 n96 300 N 
46435.0000 M1569 764955 n63 n22 300 N 
46462.0000 M1570 898872 n78 n76 300 N 
46489.0000 M1571 587608 n28 n46 300 N 
46519.0000 M1572 521231 n39 n1 300 N 
46544.0000 M1573 583246 n86 n80 300 N 
46575.0000 M1574 761669 n15 n90 300 N 
46602.0000 M1575 535442 n51 n19 300 N 
46633.0000 M1576 617156 n12 n95 300 N 
46659.0000 M1577 890001 n51 n24 300 N 
46686.0000 M1578 519024 n3 n85 300 N 
46720.0000 M1579 858963 n60 n98 300 N 
46754.0000 M1580 631461 n23 n40 300 N 
46785.0000 M1581 848508 n67 n3 300 N 
46812.0000 M1582 599931 n44 n30 300 N 
46846.0000 M1583 965191 n24 n54 300 N 
46871.0000 M1584 951332 n81 n96 300 N 
46903.0000 M1585 694315 n46 n24 300 N 
46935.0000 M1586 613258 n92 n69 300 N 
46965.0000 M1587 675384 n67 n93 300 N 
46994.0000 M1588 794355 n76 n74 300 N 
47023.0000 M1589 607480 n41 n63 300 N 
47054.0000 M1590 798654 n61 n87 300 N 
47087.0000 M1591 991920 n67 n17 300 N 
47114.0000 M1592 766021 n72 n53 300 N 
47146.0000 M1593 877694 n69 n2 300 N 
47171.0000 M1594 864859 n6 n5 300 N 
47200.0000 M1595 727674 n27 n38 300 N 
47230.0000 M1596 735245 n17 n65 300 N 
47261.0000 M1597 881047 n35 n45 300 N 
47291.0000 M1598 692003 n35 n49 300 N 
47323.0000 M1599 546784 n23 n96 300 N 
47356.0000 M1600 655997 n9 n27 300 N 
47386.0000 M1601 963805 n95 n57 300 N 
47418.0000 M1602 722167 n45 n73 300 N 
47445.0000 M1603 852973 n14 n46 300 N 
47471.0000 M1604 771175 n58 n82 300 N 
47497.0000 M1605 715820 n44 n54 300 N 
47522.0000 M1606 649084 n39 n81 300 N 
47555.0000 M1607 890988 n95 n91 300 N 
47588.0000 M1608 856062 n34 n88 300 N 
47614.0000 M1609 536157 n41 n59 300 N 
47647.0000 M1610 669266 n14 n97 300 N 
47672.0000 M1611 696998 n91 n60 300 N 
47699.0000 M1612 506357 n91 n62 300 N 
47724.0000 M1613 944331 n26 n56 300 N 
47750.0000 M1614 591326 n82 n83 300 N 
47779.0000 M1615 874535 n66 n54 300 N 
47810.0000 M1616 690078 n77 n47 300 N 
47839.0000 M1617 650737 n77 n23 300 N 
47872.0000 M1618 847200 n27 n20 300 N 
47902.0000 M1619 861049 n57 n84 300 N 
47931.0000 M1620 908267 n48 n29 300 N 
47957.0000 M1621 819849 n79 n76 300 N 
47986.0000 M1622 731293 n25 n38 300 N 
48018.0000 M1623 763237 n92 n35 300 N 
48049.0000 M1624 647631 n32 n7 300 N 
48074.0000 M1625 821229 n87 n53 300 N 
48105.0000 M1626 636725 n61 n51 300 N 
48131.0000 M1627 988184 n32 n44 300 N 
48160.0000 M1628 800541 n32 n10 300 N 
48186.0000 M1629 718585 n0 n35 300 N 
48217.0000 M1630 889229 n81 n60 300 N 
48243.0000 M1631 892155 n35 n75 300 N 
48270.0000 M1632 872326 n57 n43 300 N 
48304.0000 M1633 729958 n59 n82 300 N 
48333.0000 M1634 738757 n53 n62 300 N 
48365.0000 M1635 644857 n38 n43 300 N 
48395.0000 M1636 769214 n10 n17 300 N 
48428.0000 M1637 716527 n8 n19 300 N 
48461.0000 M1638 867521 n41 n65 300 N 
48494.0000 M1639 756477 n70 n71 300 N 
48528.0000 M1640 679607 n95 n20 300 N 
48562.0000 M1641 864239 n83 n11 300 N 
48588.0000 M1642 667300 n40 n34 300 N 
48620.0000 M1643 510896 n1 n56 300 N 
48654.0000 M1644 904004 n85 n11 300 N 
48681.0000 M1645 848128 n87 n97 300 N 
48714.0000 M1646 886543 n61 n32 300 N 
48740.0000 M1647 625053 n39 n5 300 N 
48768.0000 M1648 698774 n19 n38 300 N 
48795.0000 M1649 992925 n25 n27 300 N 
48826.0000 M1650 707365 n42 n55 300 N 
48856.0000 M1651 799536 n28 n25 300 N 
48882.0000 M1652 985633 n37 n52 300 N 
48907.0000 M1653 625152 n70 n91 300 N 
48932.0000 M1654 643817 n56 n59 300 N 
48962.0000 M1655 927857 n71 n37 300 N 
48992.0000 M1656 881015 n82 n2 300 N 
49017.0000 M1657 970243 n91 n23 300 N 
49051.0000 M1658 899838 n94 n91 300 N 
49084.0000 M1659 583917 n35 n80 300 N 
49118.0000 M1660 557259 n17 n16 300 N 
49147.0000 M1661 770081 n39 n53 300 N 
49181.0000 M1662 983621 n96 n52 300 N 
49212.0000 M1663 715149 n41 n79 300 N 
49239.0000 M1664 697038 n5 n16 300 N 
49267.0000 M1665 559701 n44 n13 300 N 
49292.0000 M1666 893217 n18 n80 300 N 
49320.0000 M1667 869980 n36 n70 300 N 
49347.0000 M1668 876532 n29 n97 300 N 
49381.0000 M1669 758746 n77 n25 300 N 
49408.0000 M1670 542741 n87 n83 300 N 
49442.0000 M1671 923268 n14 n11 300 N 
49471.0000 M1672 700719 n68 n16 300 N 
49496.0000 M1673 905416 n54 n14 300 N 
49527.0000 M1674 789604 n48 n8 300 N 
49552.0000 M1675 945008 n88 n13 300 N 
49580.0000 M1676 833521 n88 n0 300 N 
49614.0000 M1677 946684 n30 n12 300 N 
49645.0000 M1678 588431 n52 n82 300 N 
49676.0000 M1679 679434 n9 n84 300 N 
49703.0000 M1680 716941 n32 n37 300 N 
49728.0000 M1681 523504 n69 n54 300 N 
49761.0000 M1682 955673 n86 n19 300 N 
49793.0000 M1683 587037 n89 n63 300 N 
49826.0000 M1684 618454 n10 n81 300 N 
49855.0000 M1685 651901 n29 n6 300 N 
49889.0000 M1686 914277 n1 n12 300 N 
49917.0000 M1687 978580 n65 n85 300 N 
49949.0000 M1688 526270 n76 n83 300 N 
49976.0000 M1689 653471 n34 n45 300 N 
50005.0000 M1690 860597 n17 n95 300 N 
50033.0000 M1691 582616 n36 n95 300 N 
50066.0000 M1692 969783 n21 n8 300 N 
50096.0000 M1693 821360 n5 n61 300 N 
50126.0000 M1694 781100 n97 n53 300 N 
50160.0000 M1695 752021 n16 n54 300 N 
50186.0000 M1696 542996 n55 n57 300 N 
50218.0000 M1697 835339 n15 n51 300 N 
50252.0000 M1698 666380 n49 n79 300 N 
50285.0000 M1699 941908 n44 n5 300 N 
50319.0000 M1700 672072 n96 n54 300 N 
50349.0000 M1701 957642 n90 n84 300 N 
50377.0000 M1702 981176 n25 n10 300 N 
50408.0000 M1703 938977 n71 n96 300 N 
50435.0000 M1704 522725 n69 n94 300 N 
50466.0000 M1705 526632 n93 n70 300 N 
50494.0000 M1706 557714 n28 n50 300 N 
50523.0000 M1707 569318 n11 n18 300 N 
50557.0000 M1708 519741 n88 n21 300 N 
50584.0000 M1709 858270 n83 n96 300 N 
50611.0000 M1710 947485 n46 n80 300 N 
50639.0000 M1711 900877 n5 n24 300 N 
50671.0000 M1712 877795 n70 n49 300 N 
50699.0000 M1713 510505 n59 n71 300 N 
50730.0000 M1714 775195 n60 n65 300 N 
50755.0000 M1715 615105 n55 n27 300 N 
50781.0000 M1716 694154 n25 n91 300 N 
50808.0000 M1717 549793 n19 n14 300 N 
50839.0000 M1718 518991 n41 n76 300 N 
50873.0000 M1719 936620 n46 n4 300 N 
50899.0000 M1720 826019 n72 n84 300 N 
50929.0000 M1721 614818 n45 n55 300 N 
50956.0000 M1722 822651 n22 n44 300 N 
50990.0000 M1723 684410 n97 n41 300 N 
51017.0000 M1724 926690 n61 n96 300 N 
51048.0000 M1725 854662 n3 n82 300 N 
51076.0000 M1726 685537 n66 n17 300 N 
51109.0000 M1727 911699 n90 n34 300 N 
51138.0000 M1728 810777 n84 n11 300 N 
51163.0000 M1729 902216 n7 n85 300 N 
51195.0000 M1730 894181 n59 n7 300 N 
51223.0000 M1731 841732 n2 n50 300 N 
51254.0000 M1732 722331 n22 n47 300 N 
51279.0000 M1733 979905 n38 n47 300 N 
51305.0000 M1734 554185 n96 n32 300 N 
51334.0000 M1735 684501 n94 n18 300 N 
51361.0000 M1736 639961 n69 n44 300 N 
51388.0000 M1737 561333 n23 n9 300 N 
51418.0000 M1738 988312 n78 n38 300 N 
51447.0000 M1739 653280 n4 n82 300 N 
51480.0000 M1740 971815 n41 n76 300 N 
51510.0000 M1741 553774 n71 n87 300 N 
51540.0000 M1742 631983 n77 n42 300 N 
51565.0000 M1743 610894 n81 n47 300 N 
51594.0000 M1744 714158 n96 n50 300 N 
51627.0000 M1745 745952 n53 n93 300 N 
51654.0000 M1746 874869 n28 n66 300 N 
51686.0000 M1747 692725 n12 n84 300 N 
51719.0000 M1748 694761 n64 n97 300 N 
51748.0000 M1749 695858 n86 n61 300 N 
51781.0000 M1750 569372 n48 n88 300 N 
51815.0000 M1751 936429 n74 n39 300 N 
51847.0000 M1752 500376 n95 n39 300 N 
51875.0000 M1753 979182 n80 n57 300 N 
51900.0000 M1754 741012 n84 n23 300 N 
51932.0000 M1755 537007 n54 n49 300 N 
51965.0000 M1756 985756 n51 n77 300 N 
51996.0000 M1757 700028 n88 n79 300 N 
52029.0000 M1758 870796 n93 n49 300 N 
52061.0000 M1759 799251 n23 n6 300 N 
52093.0000 M1760 996469 n23 n48 300 N 
52119.0000 M1761 700197 n53 n88 300 N 
52145.0000 M1762 829911 n81 n67 300 N 
52178.0000 M1763 604403 n20 n1 300 N 
52208.0000 M1764 877669 n34 n95 300 N 
52236.0000 M1765 894353 n77 n58 300 N 
52269.0000 M1766 579075 n41 n58 300 N 
52300.0000 M1767 704741 n65 n57 300 N 
52326.0000 M1768 669451 n5 n80 300 N 
52357.0000 M1769 512968 n52 n43 300 N 
52388.0000 M1770 632195 n74 n75 300 N 
52416.0000 M1771 694275 n40 n5 300 N 
52446.0000 M1772 849031 n80 n78 300 N 
52480.0000 M1773 978163 n36 n75 300 N 
52507.0000 M1774 998213 n23 n32 300 N 
52535.0000 M1775 989062 n29 n89 300 N 
52560.0000 M1776 794908 n1 n79 300 N 
52585.0000 M1777 961947 n74 n36 300 N 
52616.0000 M1778 973435 n9 n73 300 N 
52647.0000 M1779 809029 n68 n37 300 N 
52681.0000 M1780 624104 n88 n47 300 N 
52707.0000 M1781 757320 n53 n77 300 N 
52741.0000 M1782 814902 n5 n22 300 N 
52772.0000 M1783 736666 n10 n8 300 N 
