# time  ID  size  fromHost  toHost  TTL  isResponse
17859.0000 M604 548171 n78 n79 300 N 
17893.0000 M605 737803 n66 n42 300 N 
17924.0000 M606 532037 n58 n40 300 N 
17952.0000 M607 935887 n65 n90 300 N 
17978.0000 M608 803464 n82 n35 300 N 
18009.0000 M609 811508 n40 n98 300 N 
18042.0000 M610 791349 n78 n0 300 N 
18069.0000 M611 510882 n41 n63 300 N 
18101.0000 M612 908326 n29 n36 300 N 
18126.0000 M613 659960 n46 n37 300 N 
18156.0000 M614 780307 n49 n98 300 N 
18184.0000 M615 517233 n77 n73 300 N 
18214.0000 M616 939241 n84 n32 300 N 
18241.0000 M617 635425 n39 n67 300 N 
18269.0000 M618 694866 n29 n27 300 N 
18303.0000 M619 854935 n71 n52 300 N 
18336.0000 M620 767409 n88 n96 300 N 
18364.0000 M621 586875 n22 n9 300 N 
18396.0000 M622 549892 n57 n76 300 N 
18426.0000 M623 547758 n32 n76 300 N 
18452.0000 M624 676386 n55 n51 300 N 
18480.0000 M625 651662 n82 n44 300 N 
18514.0000 M626 817053 n93 n45 300 N 
18544.0000 M627 794353 n97 n25 300 N 
18576.0000 M628 844191 n19 n74 300 N 
18610.0000 M629 660454 n89 n66 300 N 
18644.0000 M630 650414 n71 n26 300 N 
18672.0000 M631 596377 n63 n73 300 N 
18704.0000 M632 646697 n42 n27 300 N 
18736.0000 M633 625998 n64 n0 300 N 
18768.0000 M634 742634 n13 n2 300 N 
18797.0000 M635 849891 n87 n96 300 N 
18828.0000 M636 888003 n41 n54 300 N 
18853.0000 M637 535856 n73 n57 300 N 
18881.0000 M638 702275 n70 n92 300 N 
18911.0000 M639 935143 n50 n86 300 N 
18944.0000 M640 934384 n26 n47 300 N 
18977.0000 M641 743286 n90 n35 300 N 
19004.0000 M642 818700 n46 n71 300 N 
19037.0000 M643 573089 n20 n68 300 N 
19071.0000 M644 755955 n96 n0 300 N 
19098.0000 M645 696202 n27 n77 300 N 
19123.0000 M646 928664 n4 n20 300 N 
19149.0000 M647 872747 n82 n43 300 N 
19177.0000 M648 692589 n13 n26 300 N 
19204.0000 M649 647769 n38 n18 300 N 
19235.0000 M650 878425 n83 n95 300 N 
19266.0000 M651 743072 n28 n16 300 N 
19294.0000 M652 566145 n72 n21 300 N 
19319.0000 M653 641066 n64 n42 300 N 
19353.0000 M654 668129 n22 n33 300 N 
19382.0000 M655 557306 n4 n45 300 N 
19416.0000 M656 543282 n11 n80 300 N 
19449.0000 M657 957003 n10 n73 300 N 
19482.0000 M658 817892 n52 n25 300 N 
19509.0000 M659 681523 n69 n80 300 N 
19535.0000 M660 717762 n63 n95 300 N 
19566.0000 M661 755940 n63 n34 300 N 
19595.0000 M662 545778 n14 n93 300 N 
19623.0000 M663 882695 n43 n4 300 N 
19648.0000 M664 796724 n3 n20 300 N 
19678.0000 M665 713216 n5 n52 300 N 
19708.0000 M666 891776 n61 n21 300 N 
19738.0000 M667 715087 n50 n60 300 N 
19770.0000 M668 987178 n81 n37 300 N 
19801.0000 M669 637227 n35 n2 300 N 
19831.0000 M670 685183 n70 n42 300 N 
19864.0000 M671 798758 n31 n93 300 N 
19891.0000 M672 601479 n12 n22 300 N 
19925.0000 M673 726510 n89 n50 300 N 
19955.0000 M674 714979 n51 n67 300 N 
19988.0000 M675 674183 n53 n68 300 N 
20017.0000 M676 860109 n4 n17 300 N 
20047.0000 M677 532819 n22 n51 300 N 
20077.0000 M678 693372 n55 n19 300 N 
20107.0000 M679 643308 n96 n73 300 N 
20136.0000 M680 832223 n73 n30 300 N 
20167.0000 M681 822790 n76 n14 300 N 
20192.0000 M682 761087 n82 n7 300 N 
20222.0000 M683 653712 n11 n17 300 N 
20247.0000 M684 635999 n77 n57 300 N 
20274.0000 M685 770897 n82 n61 300 N 
20302.0000 M686 735581 n15 n51 300 N 
20330.0000 M687 959756 n36 n16 300 N 
20360.0000 M688 859056 n77 n53 300 N 
20388.0000 M689 647070 n22 n93 300 N 
20422.0000 M690 756105 n19 n26 300 N 
20453.0000 M691 663004 n25 n51 300 N 
20485.0000 M692 703060 n53 n50 300 N 
20519.0000 M693 837016 n12 n16 300 N 
20553.0000 M694 654166 n83 n36 300 N 
20585.0000 M695 803835 n79 n14 300 N 
20615.0000 M696 669070 n25 n47 300 N 
20642.0000 M697 724329 n12 n77 300 N 
20672.0000 M698 830645 n49 n53 300 N 
20698.0000 M699 668482 n89 n16 300 N 
20726.0000 M700 922016 n70 n55 300 N 
20753.0000 M701 857661 n37 n54 300 N 
20782.0000 M702 520666 n40 n91 300 N 
20812.0000 M703 535948 n27 n98 300 N 
20845.0000 M704 754957 n84 n39 300 N 
20871.0000 M705 543036 n69 n77 300 N 
20902.0000 M706 920215 n20 n87 300 N 
20928.0000 M707 943796 n65 n84 300 N 
20957.0000 M708 958487 n3 n42 300 N 
20986.0000 M709 879250 n51 n38 300 N 
21013.0000 M710 970399 n39 n95 300 N 
21047.0000 M711 618963 n75 n22 300 N 
21076.0000 M712 855872 n16 n17 300 N 
21106.0000 M713 576106 n57 n0 300 N 
21137.0000 M714 907619 n95 n64 300 N 
21167.0000 M715 878086 n84 n89 300 N 
21198.0000 M716 593260 n8 n74 300 N 
21231.0000 M717 857390 n21 n27 300 N 
21260.0000 M718 986551 n16 n91 300 N 
21288.0000 M719 917989 n23 n63 300 N 
21316.0000 M720 661565 n17 n46 300 N 
21350.0000 M721 693704 n5 n64 300 N 
21383.0000 M722 676973 n25 n38 300 N 
21409.0000 M723 526316 n78 n50 300 N 
21443.0000 M724 821376 n75 n96 300 N 
21472.0000 M725 875887 n80 n47 300 N 
21499.0000 M726 522122 n81 n30 300 N 
21530.0000 M727 559955 n84 n16 300 N 
21560.0000 M728 826133 n79 n40 300 N 
21587.0000 M729 777845 n5 n64 300 N 
21615.0000 M730 668071 n6 n70 300 N 
21649.0000 M731 662589 n79 n70 300 N 
21674.0000 M732 657434 n21 n10 300 N 
21701.0000 M733 643045 n71 n87 300 N 
21735.0000 M734 529817 n98 n47 300 N 
21768.0000 M735 554969 n31 n90 300 N 
21801.0000 M736 747009 n82 n33 300 N 
21830.0000 M737 510359 n20 n57 300 N 
21863.0000 M738 946689 n53 n20 300 N 
21888.0000 M739 947856 n89 n98 300 N 
21915.0000 M740 594009 n95 n36 300 N 
21947.0000 M741 896485 n17 n51 300 N 
21978.0000 M742 714430 n53 n42 300 N 
22008.0000 M743 886730 n65 n62 300 N 
22037.0000 M744 636276 n53 n72 300 N 
22070.0000 M745 940581 n8 n50 300 N 
22104.0000 M746 661586 n26 n66 300 N 
22133.0000 M747 739206 n94 n87 300 N 
22160.0000 M748 644852 n20 n33 300 N 
22185.0000 M749 981712 n68 n41 300 N 
22214.0000 M750 721309 n28 n74 300 N 
22241.0000 M751 731784 n13 n30 300 N 
22275.0000 M752 995086 n74 n33 300 N 
22309.0000 M753 969067 n93 n83 300 N 
22335.0000 M754 513888 n64 n65 300 N 
22361.0000 M755 974848 n51 n46 300 N 
22391.0000 M756 682359 n3 n64 300 N 
22423.0000 M757 530199 n23 n33 300 N 
22455.0000 M758 558849 n44 n1 300 N 
22482.0000 M759 660621 n22 n45 300 N 
22511.0000 M760 791190 n1 n93 300 N 
22545.0000 M761 797508 n34 n47 300 N 
22574.0000 M762 913303 n98 n42 300 N 
22601.0000 M763 585164 n47 n8 300 N 
22627.0000 M764 542576 n43 n4 300 N 
22656.0000 M765 911423 n16 n64 300 N 
22685.0000 M766 804727 n35 n10 300 N 
22717.0000 M767 657726 n88 n13 300 N 
22749.0000 M768 615532 n38 n71 300 N 
22779.0000 M769 795287 n61 n7 300 N 
22811.0000 M770 608185 n22 n75 300 N 
22838.0000 M771 865696 n71 n91 300 N 
22872.0000 M772 997362 n93 n33 300 N 
22902.0000 M773 593402 n37 n82 300 N 
22934.0000 M774 749587 n5 n59 300 N 
22963.0000 M775 507255 n73 n29 300 N 
22988.0000 M776 533421 n40 n47 300 N 
23021.0000 M777 934001 n12 n37 300 N 
23050.0000 M778 696290 n43 n57 300 N 
23078.0000 M779 850655 n73 n30 300 N 
23110.0000 M780 743087 n37 n51 300 N 
23142.0000 M781 635104 n89 n80 300 N 
23172.0000 M782 531885 n86 n44 300 N 
23203.0000 M783 823993 n75 n95 300 N 
23235.0000 M784 550776 n49 n77 300 N 
23263.0000 M785 665837 n39 n54 300 N 
23297.0000 M786 730990 n37 n85 300 N 
23329.0000 M787 933508 n56 n89 300 N 
23355.0000 M788 685262 n45 n92 300 N 
23387.0000 M789 847927 n74 n58 300 N 
23415.0000 M790 733854 n67 n20 300 N 
23446.0000 M791 594770 n71 n58 300 N 
23475.0000 M792 913579 n75 n20 300 N 
23500.0000 M793 825996 n24 n3 300 N 
23528.0000 M794 622849 n88 n96 300 N 
23554.0000 M795 870808 n53 n98 300 N 
23588.0000 M796 526745 n16 n76 300 N 
23614.0000 M797 724194 n97 n11 300 N 
23639.0000 M798 873796 n40 n46 300 N 
23666.0000 M799 590804 n7 n72 300 N 
23692.0000 M800 789646 n13 n10 300 N 
23725.0000 M801 843629 n49 n91 300 N 
23757.0000 M802 567200 n21 n67 300 N 
23790.0000 M803 555401 n60 n56 300 N 
23819.0000 M804 770071 n82 n18 300 N 
23850.0000 M805 526558 n74 n31 300 N 
23881.0000 M806 710064 n63 n27 300 N 
23913.0000 M807 847738 n4 n12 300 N 
23938.0000 M808 532157 n59 n76 300 N 
23965.0000 M809 739688 n23 n47 300 N 
23995.0000 M810 868015 n18 n80 300 N 
24025.0000 M811 667754 n25 n64 300 N 
24050.0000 M812 656524 n75 n74 300 N 
24078.0000 M813 659453 n43 n59 300 N 
24111.0000 M814 791319 n86 n22 300 N 
24136.0000 M815 612890 n1 n72 300 N 
24163.0000 M816 572588 n94 n20 300 N 
24197.0000 M817 749648 n41 n75 300 N 
24230.0000 M818 623234 n20 n18 300 N 
24262.0000 M819 909325 n88 n54 300 N 
24290.0000 M820 613449 n36 n85 300 N 
24323.0000 M821 741748 n86 n46 300 N 
24355.0000 M822 745644 n1 n67 300 N 
24383.0000 M823 508390 n16 n13 300 N 
24409.0000 M824 658894 n4 n52 300 N 
24434.0000 M825 511739 n29 n5 300 N 
24468.0000 M826 821166 n23 n46 300 N 
24498.0000 M827 630599 n15 n57 300 N 
24532.0000 M828 544516 n73 n54 300 N 
24566.0000 M829 809399 n80 n65 300 N 
24597.0000 M830 952419 n75 n65 300 N 
24629.0000 M831 577299 n19 n24 300 N 
24662.0000 M832 802199 n96 n55 300 N 
24696.0000 M833 575676 n85 n62 300 N 
24723.0000 M834 700966 n57 n17 300 N 
24751.0000 M835 846764 n42 n17 300 N 
24783.0000 M836 939185 n10 n75 300 N 
24810.0000 M837 693082 n61 n15 300 N 
24835.0000 M838 703281 n5 n18 300 N 
24861.0000 M839 658709 n82 n89 300 N 
24887.0000 M840 628220 n37 n95 300 N 
24918.0000 M841 630246 n52 n10 300 N 
24944.0000 M842 760543 n1 n57 300 N 
24969.0000 M843 976560 n59 n35 300 N 
25003.0000 M844 774178 n94 n71 300 N 
25036.0000 M845 985585 n30 n85 300 N 
25061.0000 M846 750601 n15 n8 300 N 
25095.0000 M847 938688 n24 n64 300 N 
25128.0000 M848 555120 n57 n28 300 N 
25160.0000 M849 600367 n9 n89 300 N 
25194.0000 M850 768172 n35 n58 300 N 
25219.0000 M851 800839 n46 n92 300 N 
25251.0000 M852 677710 n83 n62 300 N 
25282.0000 M853 733232 n32 n19 300 N 
25309.0000 M854 975872 n76 n8 300 N 
25343.0000 M855 706312 n51 n49 300 N 
25368.0000 M856 637735 n8 n40 300 N 
25397.0000 M857 979337 n61 n6 300 N 
25429.0000 M858 536001 n10 n54 300 N 
25455.0000 M859 627941 n49 n12 300 N 
25489.0000 M860 549222 n55 n40 300 N 
25518.0000 M861 766123 n23 n40 300 N 
25543.0000 M862 978313 n72 n50 300 N 
25576.0000 M863 974849 n97 n74 300 N 
25605.0000 M864 542006 n89 n74 300 N 
25637.0000 M865 850697 n81 n34 300 N 
25665.0000 M866 664563 n57 n74 300 N 
25692.0000 M867 646078 n98 n80 300 N 
25718.0000 M868 663904 n93 n56 300 N 
25751.0000 M869 990774 n77 n66 300 N 
25781.0000 M870 685273 n75 n20 300 N 
25810.0000 M871 889791 n57 n82 300 N 
25837.0000 M872 718480 n13 n26 300 N 
25867.0000 M873 808803 n54 n60 300 N 
25897.0000 M874 549173 n44 n20 300 N 
25928.0000 M875 982534 n74 n17 300 N 
25954.0000 M876 510704 n40 n41 300 N 
25987.0000 M877 697668 n91 n1 300 N 
26016.0000 M878 899203 n81 n94 300 N 
26045.0000 M879 518389 n7 n10 300 N 
26072.0000 M880 755082 n43 n89 300 N 
26105.0000 M881 519947 n26 n48 300 N 
26131.0000 M882 890044 n33 n1 300 N 
26164.0000 M883 547984 n26 n9 300 N 
26198.0000 M884 517001 n81 n16 300 N 
26227.0000 M885 618635 n44 n95 300 N 
26253.0000 M886 899131 n44 n33 300 N 
26285.0000 M887 942393 n21 n89 300 N 
26311.0000 M888 928951 n74 n86 300 N 
26345.0000 M889 780309 n4 n42 300 N 
26370.0000 M890 833467 n90 n86 300 N 
26395.0000 M891 505874 n16 n88 300 N 
26423.0000 M892 875967 n10 n46 300 N 
26456.0000 M893 868317 n21 n12 300 N 
26481.0000 M894 978710 n81 n97 300 N 
26515.0000 M895 781341 n95 n39 300 N 
26541.0000 M896 921195 n96 n47 300 N 
26573.0000 M897 952821 n61 n70 300 N 
26607.0000 M898 780230 n35 n30 300 N 
26638.0000 M899 912446 n18 n63 300 N 
26672.0000 M900 522215 n31 n4 300 N 
26698.0000 M901 527919 n25 n33 300 N 
26731.0000 M902 538759 n73 n20 300 N 
26757.0000 M903 839191 n53 n66 300 N 
26786.0000 M904 632603 n72 n73 300 N 
26815.0000 M905 662495 n45 n32 300 N 
26840.0000 M906 808754 n0 n92 300 N 
26866.0000 M907 727114 n76 n20 300 N 
26892.0000 M908 932148 n33 n24 300 N 
26922.0000 M909 736949 n40 n81 300 N 
26956.0000 M910 583682 n28 n8 300 N 
26984.0000 M911 812313 n45 n70 300 N 
27014.0000 M912 874843 n27 n50 300 N 
27044.0000 M913 821606 n32 n50 300 N 
27076.0000 M914 569234 n30 n73 300 N 
27109.0000 M915 879016 n75 n55 300 N 
27135.0000 M916 801530 n22 n18 300 N 
27169.0000 M917 574403 n77 n95 300 N 
27199.0000 M918 805084 n42 n95 300 N 
27226.0000 M919 702584 n52 n51 300 N 
27254.0000 M920 982749 n32 n36 300 N 
27286.0000 M921 717120 n90 n0 300 N 
27314.0000 M922 554139 n31 n91 300 N 
27342.0000 M923 622157 n86 n73 300 N 
27369.0000 M924 916942 n88 n65 300 N 
27396.0000 M925 997005 n79 n4 300 N 
27428.0000 M926 585609 n39 n30 300 N 
27458.0000 M927 611976 n75 n15 300 N 
27491.0000 M928 818455 n14 n20 300 N 
27518.0000 M929 771359 n57 n45 300 N 
27543.0000 M930 708896 n20 n14 300 N 
27573.0000 M931 561197 n38 n46 300 N 
27606.0000 M932 937155 n63 n46 300 N 
27639.0000 M933 936071 n97 n52 300 N 
27668.0000 M934 959164 n84 n10 300 N 
27697.0000 M935 823997 n22 n98 300 N 
27728.0000 M936 827421 n49 n39 300 N 
27757.0000 M937 537880 n40 n9 300 N 
27788.0000 M938 886230 n40 n15 300 N 
27816.0000 M939 867708 n37 n13 300 N 
27846.0000 M940 852046 n2 n80 300 N 
27873.0000 M941 664005 n51 n43 300 N 
27898.0000 M942 736649 n92 n48 300 N 
27932.0000 M943 799339 n94 n87 300 N 
27965.0000 M944 888194 n88 n63 300 N 
27990.0000 M945 517760 n40 n70 300 N 
28022.0000 M946 722448 n72 n81 300 N 
28054.0000 M947 830606 n42 n32 300 N 
28081.0000 M948 867778 n50 n83 300 N 
28106.0000 M949 557787 n35 n22 300 N 
28132.0000 M950 859140 n12 n97 300 N 
28164.0000 M951 892966 n56 n30 300 N 
28191.0000 M952 615962 n71 n50 300 N 
28221.0000 M953 727433 n95 n94 300 N 
28247.0000 M954 824674 n13 n73 300 N 
28273.0000 M955 900823 n70 n11 300 N 
28300.0000 M956 583988 n46 n40 300 N 
28330.0000 M957 746556 n14 n66 300 N 
28359.0000 M958 547394 n84 n95 300 N 
28393.0000 M959 534466 n11 n76 300 N 
28424.0000 M960 672410 n50 n69 300 N 
28450.0000 M961 586952 n36 n89 300 N 
28481.0000 M962 863681 n68 n90 300 N 
28512.0000 M963 700970 n46 n54 300 N 
28546.0000 M964 802903 n91 n94 300 N 
28579.0000 M965 770654 n74 n39 300 N 
28613.0000 M966 580695 n98 n71 300 N 
28645.0000 M967 613490 n62 n7 300 N 
28679.0000 M968 947605 n34 n71 300 N 
28708.0000 M969 994385 n61 n87 300 N 
28735.0000 M970 961312 n63 n24 300 N 
28763.0000 M971 980189 n17 n0 300 N 
28797.0000 M972 908447 n79 n60 300 N 
28829.0000 M973 510291 n58 n22 300 N 
28857.0000 M974 937430 n18 n75 300 N 
28890.0000 M975 828460 n78 n58 300 N 
28915.0000 M976 601024 n15 n62 300 N 
28943.0000 M977 720632 n46 n57 300 N 
28977.0000 M978 597971 n27 n13 300 N 
29008.0000 M979 517634 n83 n80 300 N 
29038.0000 M980 811873 n72 n36 300 N 
29071.0000 M981 527569 n54 n45 300 N 
29098.0000 M982 646771 n93 n68 300 N 
29126.0000 M983 756706 n41 n74 300 N 
29160.0000 M984 687181 n36 n0 300 N 
29188.0000 M985 966315 n59 n94 300 N 
29217.0000 M986 892289 n70 n15 300 N 
29244.0000 M987 979073 n68 n76 300 N 
29275.0000 M988 594320 n49 n44 300 N 
29308.0000 M989 992810 n66 n26 300 N 
29338.0000 M990 998482 n37 n38 300 N 
29370.0000 M991 949412 n48 n58 300 N 
29399.0000 M992 768102 n1 n96 300 N 
29425.0000 M993 956638 n8 n49 300 N 
29459.0000 M994 540317 n25 n95 300 N 
29486.0000 M995 672441 n33 n22 300 N 
29513.0000 M996 748312 n14 n26 300 N 
29542.0000 M997 869128 n58 n20 300 N 
29574.0000 M998 907211 n53 n64 300 N 
29600.0000 M999 508592 n57 n95 300 N 
29630.0000 M1000 550845 n73 n70 300 N 
29657.0000 M1001 649928 n71 n51 300 N 
29688.0000 M1002 609701 n30 n40 300 N 
29717.0000 M1003 959994 n9 n74 300 N 
29747.0000 M1004 950862 n94 n55 300 N 
29777.0000 M1005 884511 n52 n76 300 N 
29802.0000 M1006 726547 n86 n52 300 N 
29829.0000 M1007 788583 n28 n4 300 N 
29862.0000 M1008 777059 n40 n34 300 N 
29892.0000 M1009 756334 n7 n73 300 N 
29923.0000 M1010 503262 n88 n37 300 N 
29953.0000 M1011 871943 n57 n91 300 N 
29978.0000 M1012 578357 n1 n84 300 N 
30011.0000 M1013 559477 n75 n95 300 N 
30041.0000 M1014 618061 n49 n85 300 N 
30072.0000 M1015 507340 n77 n60 300 N 
30104.0000 M1016 754716 n31 n13 300 N 
30130.0000 M1017 970388 n16 n12 300 N 
30164.0000 M1018 602794 n40 n96 300 N 
30198.0000 M1019 598150 n24 n51 300 N 
30231.0000 M1020 951185 n96 n22 300 N 
30264.0000 M1021 677324 n53 n4 300 N 
30289.0000 M1022 594909 n74 n18 300 N 
30323.0000 M1023 665540 n89 n83 300 N 
30357.0000 M1024 885197 n25 n32 300 N 
30385.0000 M1025 755230 n35 n67 300 N 
30415.0000 M1026 813359 n76 n90 300 N 
30449.0000 M1027 665209 n40 n63 300 N 
30482.0000 M1028 876967 n7 n17 300 N 
30509.0000 M1029 708233 n18 n24 300 N 
30543.0000 M1030 849288 n51 n39 300 N 
30572.0000 M1031 646676 n56 n78 300 N 
30600.0000 M1032 929432 n61 n23 300 N 
30633.0000 M1033 825679 n49 n81 300 N 
30666.0000 M1034 896784 n13 n78 300 N 
30691.0000 M1035 591237 n68 n49 300 N 
30720.0000 M1036 705882 n69 n34 300 N 
30745.0000 M1037 884880 n50 n87 300 N 
30777.0000 M1038 929329 n98 n50 300 N 
30804.0000 M1039 953181 n62 n84 300 N 
30832.0000 M1040 804227 n40 n75 300 N 
30866.0000 M1041 702796 n40 n4 300 N 
30899.0000 M1042 656338 n69 n66 300 N 
30928.0000 M1043 638798 n6 n2 300 N 
30954.0000 M1044 738030 n83 n0 300 N 
30987.0000 M1045 991525 n52 n18 300 N 
31018.0000 M1046 850652 n65 n64 300 N 
31047.0000 M1047 755014 n44 n64 300 N 
31079.0000 M1048 683282 n57 n31 300 N 
31110.0000 M1049 869177 n58 n39 300 N 
31140.0000 M1050 812503 n46 n59 300 N 
31173.0000 M1051 898359 n53 n16 300 N 
31202.0000 M1052 888167 n76 n52 300 N 
31236.0000 M1053 984491 n55 n22 300 N 
31269.0000 M1054 802637 n90 n8 300 N 
31295.0000 M1055 779922 n69 n19 300 N 
31325.0000 M1056 997575 n28 n92 300 N 
31352.0000 M1057 995738 n27 n14 300 N 
31386.0000 M1058 828037 n75 n50 300 N 
31416.0000 M1059 747878 n17 n10 300 N 
31450.0000 M1060 653418 n0 n76 300 N 
31476.0000 M1061 728007 n36 n95 300 N 
31505.0000 M1062 962313 n0 n46 300 N 
31533.0000 M1063 777796 n13 n4 300 N 
31561.0000 M1064 822216 n62 n12 300 N 
31586.0000 M1065 818291 n73 n20 300 N 
31616.0000 M1066 956832 n84 n93 300 N 
31649.0000 M1067 930333 n89 n93 300 N 
31674.0000 M1068 625786 n18 n17 300 N 
31699.0000 M1069 865213 n94 n6 300 N 
31728.0000 M1070 664595 n30 n17 300 N 
31760.0000 M1071 728609 n37 n18 300 N 
31794.0000 M1072 564536 n23 n76 300 N 
31825.0000 M1073 987495 n95 n90 300 N 
31852.0000 M1074 693002 n27 n32 300 N 
31882.0000 M1075 556449 n60 n49 300 N 
31911.0000 M1076 503867 n47 n95 300 N 
31936.0000 M1077 680625 n26 n96 300 N 
31969.0000 M1078 614735 n19 n73 300 N 
32003.0000 M1079 526317 n86 n64 300 N 
32031.0000 M1080 636764 n35 n49 300 N 
32058.0000 M1081 666715 n41 n37 300 N 
32088.0000 M1082 845673 n27 n81 300 N 
32115.0000 M1083 774421 n98 n48 300 N 
32142.0000 M1084 665714 n71 n10 300 N 
32175.0000 M1085 836134 n46 n83 300 N 
32202.0000 M1086 809953 n12 n45 300 N 
32233.0000 M1087 553515 n61 n81 300 N 
32266.0000 M1088 913590 n70 n60 300 N 
32294.0000 M1089 603251 n40 n39 300 N 
32325.0000 M1090 693856 n3 n90 300 N 
32355.0000 M1091 848479 n72 n87 300 N 
32383.0000 M1092 610082 n12 n11 300 N 
32417.0000 M1093 663874 n34 n48 300 N 
32443.0000 M1094 764910 n36 n19 300 N 
32473.0000 M1095 683009 n29 n75 300 N 
32500.0000 M1096 576204 n88 n16 300 N 
32530.0000 M1097 800307 n40 n71 300 N 
32556.0000 M1098 685268 n84 n64 300 N 
32590.0000 M1099 822689 n47 n60 300 N 
32623.0000 M1100 524239 n87 n79 300 N 
32654.0000 M1101 799911 n10 n43 300 N 
32684.0000 M1102 701081 n81 n15 300 N 
32713.0000 M1103 670129 n12 n82 300 N 
32740.0000 M1104 855682 n61 n57 300 N 
32769.0000 M1105 874910 n94 n92 300 N 
32800.0000 M1106 649831 n20 n30 300 N 
32831.0000 M1107 675360 n8 n29 300 N 
32860.0000 M1108 801917 n92 n98 300 N 
32894.0000 M1109 989274 n32 n83 300 N 
32923.0000 M1110 670791 n61 n97 300 N 
32952.0000 M1111 906560 n91 n61 300 N 
32985.0000 M1112 679194 n53 n48 300 N 
33010.0000 M1113 885753 n53 n88 300 N 
33038.0000 M1114 671583 n88 n94 300 N 
33067.0000 M1115 591392 n60 n63 300 N 
33092.0000 M1116 991601 n20 n94 300 N 
33122.0000 M1117 600990 n44 n54 300 N 
33154.0000 M1118 661498 n86 n79 300 N 
33183.0000 M1119 613969 n8 n6 300 N 
33210.0000 M1120 584762 n56 n21 300 N 
33236.0000 M1121 814280 n14 n54 300 N 
33262.0000 M1122 926208 n69 n51 300 N 
33293.0000 M1123 643460 n69 n55 300 N 
33326.0000 M1124 891182 n57 n73 300 N 
33358.0000 M1125 863513 n13 n6 300 N 
33385.0000 M1126 569336 n97 n57 300 N 
33415.0000 M1127 997258 n79 n96 300 N 
33446.0000 M1128 571525 n17 n33 300 N 
33472.0000 M1129 679215 n77 n35 300 N 
33497.0000 M1130 627916 n52 n44 300 N 
33523.0000 M1131 623858 n62 n18 300 N 
33556.0000 M1132 974840 n29 n58 300 N 
33590.0000 M1133 842861 n45 n62 300 N 
33619.0000 M1134 603844 n17 n42 300 N 
33653.0000 M1135 739501 n14 n54 300 N 
33680.0000 M1136 931135 n15 n83 300 N 
33705.0000 M1137 657170 n35 n13 300 N 
33732.0000 M1138 507369 n88 n4 300 N 
33759.0000 M1139 736108 n77 n49 300 N 
33787.0000 M1140 933588 n55 n2 300 N 
33820.0000 M1141 559391 n82 n13 300 N 
33852.0000 M1142 692771 n82 n25 300 N 
33880.0000 M1143 792991 n14 n42 300 N 
33910.0000 M1144 671277 n0 n62 300 N 
33935.0000 M1145 853044 n1 n54 300 N 
33962.0000 M1146 964346 n77 n49 300 N 
33990.0000 M1147 584407 n76 n70 300 N 
34018.0000 M1148 711556 n7 n83 300 N 
34050.0000 M1149 510802 n74 n30 300 N 
34080.0000 M1150 818072 n66 n30 300 N 
34105.0000 M1151 904420 n14 n87 300 N 
34134.0000 M1152 665586 n18 n27 300 N 
34160.0000 M1153 560154 n54 n92 300 N 
34193.0000 M1154 506180 n8 n48 300 N 
34225.0000 M1155 875671 n97 n53 300 N 
34257.0000 M1156 927023 n98 n12 300 N 
34290.0000 M1157 588492 n32 n57 300 N 
34323.0000 M1158 704807 n92 n2 300 N 
34350.0000 M1159 609120 n95 n19 300 N 
34376.0000 M1160 846642 n76 n39 300 N 
34406.0000 M1161 882728 n19 n76 300 N 
34440.0000 M1162 606217 n16 n34 300 N 
34468.0000 M1163 903055 n78 n13 300 N 
34500.0000 M1164 936342 n80 n96 300 N 
34531.0000 M1165 596367 n50 n28 300 N 
34556.0000 M1166 990292 n50 n3 300 N 
34585.0000 M1167 541206 n18 n38 300 N 
34618.0000 M1168 543602 n7 n13 300 N 
34649.0000 M1169 537442 n75 n57 300 N 
34675.0000 M1170 848047 n22 n2 300 N 
34707.0000 M1171 954660 n17 n75 300 N 
34737.0000 M1172 815327 n61 n24 300 N 
34766.0000 M1173 613952 n34 n63 300 N 
34791.0000 M1174 909668 n81 n9 300 N 
34819.0000 M1175 794539 n53 n23 300 N 
34853.0000 M1176 944661 n60 n27 300 N 
34879.0000 M1177 648139 n94 n37 300 N 
34904.0000 M1178 744474 n69 n57 300 N 
34937.0000 M1179 676666 n95 n36 300 N 
34966.0000 M1180 852716 n41 n5 300 N 
34992.0000 M1181 945603 n65 n82 300 N 
35017.0000 M1182 798202 n87 n38 300 N 
35049.0000 M1183 985123 n25 n43 300 N 
35082.0000 M1184 720511 n94 n56 300 N 
35109.0000 M1185 866761 n6 n64 300 N 
35139.0000 M1186 587532 n39 n23 300 N 
35171.0000 M1187 688693 n62 n63 300 N 
35202.0000 M1188 993796 n52 n36 300 N 
35236.0000 M1189 881308 n97 n6 300 N 
35270.0000 M1190 528250 n85 n82 300 N 
35300.0000 M1191 511490 n36 n10 300 N 
35331.0000 M1192 674516 n24 n51 300 N 
35359.0000 M1193 693118 n89 n69 300 N 
35386.0000 M1194 891499 n65 n27 300 N 
35420.0000 M1195 957369 n54 n16 300 N 
35448.0000 M1196 926920 n41 n13 300 N 
35477.0000 M1197 592654 n75 n64 300 N 
35511.0000 M1198 557288 n12 n45 300 N 
35538.0000 M1199 803947 n32 n50 300 N 
35572.0000 M1200 635641 n16 n55 300 N 
35600.0000 M1201 866159 n1 n73 300 N 
